UnitID,30rateFinal 
   1.00000,   0.08412
   2.00000,   0.12901
   3.00000,   0.10586
   4.00000,   0.14995
   5.00000,   0.12239
   6.00000,   0.09792
   7.00000,   0.13475
   8.00000,   0.10198
   9.00000,   0.15650
  10.00000,   0.12992
  11.00000,   0.13074
  12.00000,   0.11942
  13.00000,   0.13045
  14.00000,   0.09024
  15.00000,   0.13770
  16.00000,   0.12710
  17.00000,   0.12681
  18.00000,   0.14385
  19.00000,   0.11396
  20.00000,   0.16334
  21.00000,   0.13079
  22.00000,   0.11001
  23.00000,   0.12422
  24.00000,   0.11459
  25.00000,   0.14780
  26.00000,   0.15380
  27.00000,   0.13799
  28.00000,   0.13309
  29.00000,   0.14457
  30.00000,   0.08448
  31.00000,   0.10338
  32.00000,   0.10973
  33.00000,   0.11703
  34.00000,   0.14480
  35.00000,   0.09592
  36.00000,   0.11666
  37.00000,   0.10687
  38.00000,   0.14796
  39.00000,   0.12657
  40.00000,   0.11041
  41.00000,   0.14539
  42.00000,   0.10825
  43.00000,   0.11268
  44.00000,   0.09844
  45.00000,   0.11658
  46.00000,   0.10416
  47.00000,   0.10177
  48.00000,   0.12780
  49.00000,   0.09469
  50.00000,   0.14627
  51.00000,   0.13995
  52.00000,   0.13996
  53.00000,   0.10398
  60.00000,   0.13726
  61.00000,   0.10963
  62.00000,   0.09757
  63.00000,   0.11583
  64.00000,   0.12100
  65.00000,   0.10534
  66.00000,   0.08944
  67.00000,   0.13350
  68.00000,   0.12094
  69.00000,   0.15582
  70.00000,   0.11289
  71.00000,   0.16973
  72.00000,   0.11179
  73.00000,   0.18350
  74.00000,   0.16160
  75.00000,   0.11801
  76.00000,   0.13389
  77.00000,   0.10679
  78.00000,   0.12392
  79.00000,   0.10136
  80.00000,   0.15339
  81.00000,   0.13213
  82.00000,   0.16292
  83.00000,   0.13945
  84.00000,   0.11608
  85.00000,   0.14255
  86.00000,   0.13696
  87.00000,   0.16136
  88.00000,   0.12721
  89.00000,   0.11736
  90.00000,   0.10030
  91.00000,   0.13503
  92.00000,   0.08505
  93.00000,   0.14824
  94.00000,   0.14944
  95.00000,   0.12093
  96.00000,   0.15415
  97.00000,   0.11603
  98.00000,   0.12981
  99.00000,   0.12764
 100.00000,   0.11168
 101.00000,   0.12875
 102.00000,   0.10700
 103.00000,   0.10216
 104.00000,   0.13394
 105.00000,   0.11102
 107.00000,   0.13554
 108.00000,   0.12963
 111.00000,   0.12979
 112.00000,   0.11373
 113.00000,   0.11287
 114.00000,   0.12580
 115.00000,   0.10103
 116.00000,   0.12464
 117.00000,   0.13725
 118.00000,   0.12998
 119.00000,   0.10795
 120.00000,   0.13303
 201.00000,   0.09778
 202.00000,   0.11039
 203.00000,   0.11834
 204.00000,   0.13139
 205.00000,   0.11037
 206.00000,   0.12937
 207.00000,   0.14357
 208.00000,   0.10289
 209.00000,   0.09351
 210.00000,   0.15160
 211.00000,   0.11001
 212.00000,   0.15027
 213.00000,   0.09645
 214.00000,   0.10439
 215.00000,   0.09847
 216.00000,   0.13427
 217.00000,   0.12711
 218.00000,   0.12653
 219.00000,   0.16607
 220.00000,   0.13963
 221.00000,   0.15138
 222.00000,   0.14571
 223.00000,   0.16834
 224.00000,   0.11557
