adminID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,107,108,111,112,113,114,115,116,117,118,119,120,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,adminID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,107,108,111,112,113,114,115,116,117,118,119,120,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224
 1982L*,3.13484,6.62334,8.7914,8.46821,2.65193,0.0396436,3.84712,15.132,0.146878,-2.10289,-12.0502,-4.11352,6.94389,9.54259,2.22324,13.8911,1.7187,-2.82989,13.5243,-2.10686,7.34846,4.28013,6.26162,15.8329,-2.72655,-5.92984,-4.70296,-8.16408,-4.31214,-2.512,8.71749,13.3557,-1.07123,1.64953,-9.38631,6.02642,3.82297,7.92669,33.2374,3.55444,18.7401,6.02149,-0.297123,9.29955,7.88483,24.9674,11.8045,26.554,20.2941,11.2292,27.2567,15.9873,13.3354,15.0114,8.98986,9.86568,11.2682,-12.8831,-4.42512,-6.90466,3.84712,-10.9485,-14.6538,9.41641,-2.75429,3.13738,-2.56853,6.13912,1.02312,-13.2165,2.46428,-2.09298,10.0044,19.8381,-4.0214,-9.97311,-6.29423,1.38837,2.54865,22.5263,-11.1682,-11.7688,-7.85335,1.09272,-20.4771,0.972708,-4.44637,1.85661,12.4222,6.31118,11.8535,17.5047,10.8612,16.0289,0.945738,12.5829,10.9726,2.0615,13.2912,4.17731,-0.0358589,19.646,23.5638,0.933999,11.0085,6.58271,6.1062,7.82948,6.50838,1.04741,16.3182,-7.72064,2.83545,-9.04558,-2.46247,-0.872499,14.9189,13.8603,6.1335,14.4024,-11.0861,-12.6107,-11.9755,-2.37901,5.33756,22.0483,13.6087,15.6733,0.0590821,8.0527,1.19563,-0.153997,0.882576,10.1574,5.28856, 1982S*,8.56339,17.4736,6.47926,5.00971,5.7019,9.68211,9.48437,14.3944,11.2721,1.97744,11.1195,6.18888,10.543,8.34432,-0.220424,5.67972,3.19896,8.58553,2.59365,2.34795,2.92002,6.98266,6.56422,5.82151,0.736414,-2.6885,-3.839,1.06864,-0.866572,14.4312,7.14874,9.35661,13.8223,6.30908,8.93046,14.7859,13.3146,23.0699,12.0885,9.90174,7.95921,8.80548,6.26091,16.3682,9.38257,17.6031,14.5662,16.6451,16.314,9.6347,17.0135,15.1137,18.6511,12.6271,10.5047,12.4817,9.15945,10.7414,14.378,17.8221,17.8404,13.5076,16.1779,6.82457,4.34188,8.16531,10.1077,11.2807,0.263569,1.0199,8.95268,23.2196,17.3136,53.6599,21.1484,11.7381,10.5974,17.6558,23.0505,67.1282,7.87527,9.50964,6.43368,2.42646,3.07132,6.80195,11.4671,12.4602,15.9585,15.4006,14.2748,17.7657,6.23834,18.8713,19.1712,17.2751,19.9349,9.47584,19.6445,8.50431,18.6154,20.3741,18.6232,16.3825,41.5795,18.7204,13.7297,17.442,18.6619,15.2742,34.8522,6.34485,9.53268,5.60317,8.61035,3.19369,17.5841,12.1392,21.519,17.8706,7.57267,6.43026,11.7419,13.2732,13.7421,13.2238,19.099,16.0449,8.04293,11.0788,10.6687,5.4021,5.88,6.06629,14.5666
 1983L*,-10.2696,2.37273,-3.31051,-3.37089,-3.77293,-17.905,-2.94647,2.96535,-6.77889,-6.70506,-15.5103,-10.079,-1.39928,0.576554,0.479138,-0.332906,0.593014,-4.67938,2.3991,-1.53401,3.00385,23.038,-7.15629,3.48818,4.81704,6.67361,4.97354,8.88058,4.07583,4.80546,0.528966,7.62633,-1.67,-3.29664,-3.65807,4.15158,6.20289,0.824289,12.9024,4.38329,21.2558,6.03574,9.75139,4.90604,11.1195,13.875,12.576,6.3741,7.15285,18.5124,24.4585,4.01668,6.77593,6.73034,4.05156,-0.615468,-0.947561,-7.11087,-0.771135,-1.58929,10.4055,-12.558,-7.70811,6.03793,-2.44827,2.97015,2.37076,3.04031,5.79546,2.41492,0.121914,11.8265,15.5924,42.4898,12.6198,-4.19912,-2.33068,3.13941,19.924,25.088,2.07776,-14.2026,-5.38965,1.86049,-7.91516,6.27163,-9.54386,-1.06809,0.90271,-0.6131,11.7734,0.154918,8.2715,0.0636557,-3.06221,5.92273,3.87075,-6.27972,-1.53649,9.48568,-5.17909,16.0267,11.5936,8.22024,30.8619,12.488,13.04,4.71848,2.13896,1.12286,23.4644,-8.85389,-3.4588,-11.0318,-15.6404,-9.30694,7.01158,10.3191,-4.7616,2.00126,-6.72859,-10.6666,-6.21585,-10.6797,-5.23864,3.20212,13.3424,6.56456,5.14044,11.3316,4.28273,2.07215,-4.87238,16.4086,1.49835, 1983S*,0.504802,4.03566,4.22477,-1.24622,-3.4973,2.31318,2.59716,8.91379,1.81032,-2.57958,1.83084,0.33299,6.55354,2.82659,-8.4558,1.33313,-7.86399,-7.65009,-4.52877,-9.0188,-4.6694,0.353909,-0.508138,-8.37326,-7.44201,-13.4898,-15.5784,-14.7249,-11.5663,-4.54506,-2.51407,-4.01771,2.02959,-0.251704,-5.64224,-5.26616,-3.95774,-10.2315,-2.00691,-8.61587,-7.38898,-9.70838,-8.15306,-3.56299,-8.06562,-4.37671,-4.02136,-1.56905,-6.87358,-11.4599,-3.54921,-10.7137,-3.17738,-8.41131,-5.03391,-2.42977,-4.14884,-6.07503,-2.48349,-4.71712,-1.69893,-2.79402,-0.754704,-13.4491,-11.9904,-6.2911,-8.52619,-10.9721,-12.4765,-13.7983,-18.1432,4.26153,9.25958,29.0095,0.179861,-1.48254,3.93259,5.64835,8.37132,28.0571,-2.70645,0.710851,-4.87384,1.45564,-8.91683,2.28618,2.93638,5.90249,-3.24589,-3.29007,-3.66608,-4.66108,-3.07925,-0.861725,-1.50224,-3.20072,-5.09691,-6.44982,-4.70779,-3.67598,1.45355,-3.75304,-7.30889,2.47417,4.85824,-0.634457,5.51572,3.54624,1.05894,-0.507664,6.31074,-8.53753,-8.81219,-6.84693,-0.661022,-10.9186,-1.693,-1.71695,-11.9996,-9.97971,-8.6619,-11.9415,-7.59748,-6.82191,-5.85562,-6.8213,-1.17816,-1.47113,-0.41527,2.6892,0.363615,-1.02368,-4.1025,-3.71256,-8.67741
 1984L*,-41.501,-58.5575,-24.4196,-41.267,-37.2623,-52.0101,-41.5208,-38.388,-31.4656,-37.222,-50.053,-44.753,-28.187,-36.3768,-10.7108,-2.82856,-12.2005,-10.9148,-4.7111,-13.6471,-7.37761,-4.61146,-11.575,1.55363,-7.6829,-6.02049,-13.8273,-27.2267,-9.50132,-13.0517,-2.49894,-1.38677,-7.35051,-8.7665,-25.6241,-7.58523,-8.47946,-5.3095,1.23895,-11.4609,1.47415,-5.73301,-7.83694,-10.4825,-1.53712,-6.50571,-0.358821,6.90152,-3.3996,1.80268,-0.845025,-5.53878,-7.04967,-19.8115,-12.0445,-11.7277,-13.6651,-32.4143,-9.77571,-26.7042,-23.7329,-35.9942,-45.7495,1.33398,-8.56578,-6.39404,-10.4444,-8.53957,-19.9821,-14.4408,-16.802,-12.4966,6.72466,10.9195,-7.45211,-21.3195,-22.7843,-7.69567,-9.65477,19.5362,-19.0169,-32.7376,-8.46571,0.495745,-22.9683,-2.361,-34.5736,-12.6123,-1.29353,-5.16068,-9.94886,-1.78882,2.00236,2.2071,-4.60553,-5.71536,2.42883,-17.7088,1.55277,-5.69793,-6.86302,-4.40064,-5.94589,-5.91998,-3.96127,-10.2352,0.446483,-4.03718,-5.75057,-4.3263,2.19679,-18.6376,-13.4249,-14.6294,-19.6007,-10.0406,-19.1433,-25.072,-29.0589,-19.3729,-10.272,-10.33,-9.74398,-23.0529,-15.9979,-12.7269,-9.95487,-14.4116,0.612009,0.448603,-6.71789,-6.3057,-27.067,-8.13627,-20.0528, 1984S*,-5.34126,-5.4832,-2.38284,-3.36377,-3.01089,-6.19639,-3.33062,-1.96782,-2.52998,-8.34477,-2.67733,-1.0477,-2.90108,-6.41513,9.20818,20.1676,-1.90241,9.02933,9.73748,9.75147,7.70347,0.44329,16.0192,8.87056,-1.58521,-2.23625,-2.05563,-6.63065,-2.4006,6.5192,10.5839,8.10844,11.3155,10.9744,6.57535,-3.93588,-1.57086,-10.6583,-3.8817,-8.10301,-9.70119,-9.06986,-5.71867,-1.15217,-7.2702,-4.04943,-5.59771,-1.44127,-5.60511,-8.65169,-2.82941,-8.75471,-2.53798,-5.90151,-1.45535,0.462205,-1.47003,-0.580846,5.85959,1.48304,6.98056,-5.1785,-1.9322,5.12851,6.60922,6.24947,12.0196,9.20314,-5.80216,-5.18022,2.09312,0.555118,11.346,35.1862,0.485931,-5.14701,6.67555,4.19887,18.1261,68.5288,-10.3205,-3.51657,0.181118,2.19354,-7.99428,1.30139,-2.37118,4.60244,0.582223,6.91405,-5.07417,-0.263805,1.21806,3.71776,3.45841,-3.00238,-2.17024,7.43025,-0.436227,4.23531,8.04237,9.87509,9.61465,16.0775,22.1655,12.6277,16.8426,8.00054,8.98134,6.16342,27.3512,-7.18521,-3.15846,-3.88087,-4.0238,-2.67437,-7.33889,-5.31288,-17.4297,-16.6746,-1.49007,-5.96777,-2.11636,-9.25006,-6.23888,-2.23476,-4.66461,-7.36887,-2.43886,-1.70286,0.426028,1.33592,-10.767,-10.7211,-15.9837
 1985L*,4.00835,11.0517,2.37732,4.54752,3.32312,2.20968,7.24539,18.2364,6.96668,4.98597,-2.78349,2.71315,4.67005,11.5234,18.9342,11.4208,1.04613,-2.87909,11.8134,11.4681,20.9925,20.7945,0.201409,17.3791,3.32592,-0.577938,-3.84601,-3.39885,-0.45699,4.65477,12.3822,15.1165,11.504,-2.64635,-16.6512,3.13501,11.4317,1.70107,25.0926,8.02157,14.9025,10.1625,4.53927,7.30267,8.89019,13.5396,4.88823,19.7183,16.1093,7.78874,10.0567,9.98264,8.2364,27.3645,23.5674,22.5695,24.5044,4.22509,9.12531,0.201768,5.57151,-6.27384,-9.24053,8.11184,11.7519,1.50146,3.04796,2.27903,1.34938,1.38793,-1.45332,9.9471,12.6504,18.4352,9.79514,-0.0645513,3.12323,15.8904,7.59588,15.2869,8.88786,-5.99062,-2.51416,2.82365,0.911422,9.11828,-4.17508,0.329247,8.18176,4.83727,25.2928,11.0979,9.25404,8.40927,8.3179,14.7814,11.4088,-5.28315,10.6824,8.50544,0.981806,18.9402,19.5096,13.6002,22.8511,12.9052,10.3112,18.6808,18.389,7.58505,23.047,0.775439,10.9609,-3.61181,-0.895283,-1.64603,26.1836,20.6751,19.7175,25.5264,-0.325185,3.27733,9.16278,12.5401,21.7895,45.6351,14.9499,23.9936,3.95517,7.44428,3.43368,0.977779,-1.1852,8.60156,9.54411, 1985S*,-6.96286,-8.92912,-3.9886,-8.45292,-6.26205,-4.42669,-12.9096,-5.61864,-1.69964,-11.367,-4.71852,-9.3957,-3.34779,-8.21797,-12.1539,-3.45723,-7.75856,-9.92799,-7.71776,-13.2238,-6.63713,-9.1367,-4.89592,-9.4213,-12.6507,-19.3954,-15.0604,-10.7272,-13.0076,-4.37969,-5.20863,-4.71713,3.30715,-2.42068,-9.95918,-0.0807505,-0.476222,-10.9242,-4.12239,-5.4663,-7.40423,-8.71807,-6.66224,-0.597204,-5.69211,-4.87063,0.542633,-3.95959,-7.08376,-10.1711,-1.67131,-7.58622,-0.921902,-2.37666,-6.33497,-2.48338,-4.62081,-3.20649,-2.46086,-8.1438,-4.75715,-2.04776,-6.96138,-6.96748,-9.8953,-8.13427,-11.6598,-7.50363,-8.73815,-10.9229,-8.93627,0.630072,8.0181,9.48389,-1.44262,-6.50022,0.648572,4.29252,2.67922,-2.60958,-9.00448,-5.83388,-4.69028,1.20291,-12.9976,2.26286,-6.62225,-3.70786,-4.91122,-4.32463,-2.77155,-3.55544,-5.91047,-0.940274,-1.40826,-6.02633,-6.56631,-9.29785,-4.0197,-8.93116,0.557581,3.96301,-3.13459,3.92377,4.87278,-1.41901,4.983,6.09637,2.75435,0.912424,8.40352,-11.9151,-7.67156,-10.9162,-14.8105,-18.9366,-1.98494,1.34381,-6.17471,-5.48593,-10.7745,-12.2031,-13.5438,-9.7389,-7.49627,-2.90211,2.10258,0.114658,-9.01021,-11.5486,-12.3684,-10.1821,-15.3633,-10.7141,-9.67421
 1986L*,-7.8105,2.36544,5.02461,5.3481,-1.62182,-13.5757,6.56673,3.60597,-0.0700596,3.95265,0.733421,3.10399,-0.870991,12.0327,21.3273,5.46368,0.736344,-5.74727,15.529,14.9693,14.9515,9.7277,3.0561,12.5059,0.990773,-4.51484,-0.877383,-7.75823,-2.05312,1.77791,4.41499,10.1369,0.352034,0.0629471,0.338119,1.93234,14.3159,-5.42427,13.6034,4.76017,9.05825,3.50916,4.06055,7.45546,4.93914,5.99329,5.39967,7.7435,8.71634,4.914,12.0024,-3.1051,5.06892,10.5844,5.58202,6.21847,6.21806,-4.14742,0.714428,-4.06037,-4.89635,-3.36834,-9.91169,7.73255,13.5333,6.14864,7.69639,4.73068,-6.60731,-5.07376,1.47895,23.345,13.9733,21.3495,20.1479,9.77757,-1.21156,15.9429,10.2477,24.5589,-0.515118,0.176456,10.2216,2.80574,4.69196,3.20776,0.711409,7.3255,4.15084,4.17803,12.4924,3.56935,7.60609,6.1644,5.44421,3.45737,7.46643,2.73676,8.53665,8.70833,1.5366,5.36028,5.81909,-1.70043,27.2125,4.09449,3.05786,10.5724,2.049,13.8395,28.2061,10.8958,23.4085,5.99504,10.3856,-1.43336,24.188,20.8914,17.7987,27.9081,5.66359,13.9415,15.2086,14.445,22.2311,31.5547,13.2533,15.7144,3.73892,13.1806,9.51742,2.06019,23.9856,20.8993,27.4525, 1986S*,-12.8478,-15.6405,-5.90828,-10.0585,-9.44465,-12.5182,-3.86761,-11.8354,-7.33616,-9.86585,-3.07311,-7.02965,-4.76535,-5.54861,8.39008,18.5393,-2.67921,1.02058,3.64394,9.14839,3.18335,-4.0986,13.2676,5.10837,-3.76002,-6.99967,-3.97569,-6.7747,-3.0749,-1.60885,7.96805,0.540001,11.1496,13.431,-4.48131,0.220571,1.68827,-7.0644,-2.27166,-1.11753,-2.46798,-3.98735,-4.083,3.07561,-3.22785,2.09952,4.1866,-2.07046,-1.32694,-4.78948,-0.387243,-6.65183,0.684743,0.990435,0.309161,3.36205,1.84826,-2.90348,0.145184,-3.7964,-0.566822,-3.76913,-5.36584,-2.43957,1.73518,1.03976,4.71959,-1.04552,-5.59767,-2.17713,-3.5136,0.111386,3.83656,6.73074,-2.53879,-7.95786,-1.89,2.3696,2.1411,0.645968,-11.5814,-9.77409,-2.68322,0.784309,-9.84304,0.565112,-8.58857,-5.96011,0.773648,0.484467,-0.736384,-4.43237,-3.30613,3.525,4.05308,-0.486773,-2.19248,3.29159,-1.73694,-0.342332,8.75075,4.47958,2.79435,7.32891,15.2436,1.39716,5.0679,11.2689,9.80874,5.09019,15.0814,4.36393,6.32373,10.0891,4.6618,0.358116,7.80177,3.20967,-1.32163,4.19664,0.142193,-3.90985,-4.2794,9.12707,8.68577,11.4955,2.06284,3.53618,-0.092052,1.82633,8.09771,3.25876,-1.07897,1.87175,1.12658
 1987L*,-2.32056,3.60456,3.26887,3.83423,1.01674,-1.37561,3.56414,5.10559,0.952474,3.53057,-1.69231,2.66162,0.316362,7.17981,7.08776,4.37524,12.0656,-4.25795,0.829459,-4.25865,-2.14479,15.268,-5.33639,10.535,9.92731,4.30143,7.59143,12.5497,4.97668,-4.89268,4.05585,5.87086,0.463592,-3.33396,-9.09491,20.9606,23.153,5.20766,25.0104,20.3448,11.3527,14.2602,19.2774,14.8636,16.2408,21.1131,30.0162,21.3005,12.0657,15.6573,32.3818,18.3904,14.8042,15.9413,16.7974,13.6364,13.6663,7.6492,-1.11935,8.08707,7.81895,-2.38719,-4.50773,8.64217,4.81142,5.48797,-0.440436,8.56563,6.90172,-0.286753,7.74194,16.4102,10.2659,39.3501,11.2475,14.0023,7.20012,22.1702,18.8541,27.9389,4.71328,2.54331,2.03502,3.94845,8.78512,7.49558,-0.653716,3.9721,12.1564,-5.62802,17.945,10.2678,4.65172,11.3932,2.66834,12.8709,14.4667,-12.7767,9.55235,0.309219,-3.79685,16.1782,15.8183,1.75887,44.295,15.6168,9.15806,17.4724,15.0694,14.3435,26.6427,17.5157,15.8503,14.3777,12.8194,5.79832,14.835,14.9082,15.5349,18.2783,15.1485,12.8653,6.99862,17.4612,9.07117,11.3712,12.1343,16.1342,10.011,15.323,12.0357,5.64578,3.73316,10.7987,8.90103, 1987S*,-2.73628,-7.61783,-3.53058,-8.47549,-6.52065,-1.89895,-4.8819,-4.52601,-0.0708138,-6.68145,-0.475669,-0.800029,-5.06941,-6.64001,-11.326,-1.84981,-8.24065,-8.73321,-6.12759,-11.7389,-8.5088,-7.33406,-2.88576,-9.38589,-9.3797,-15.5245,-11.603,-10.145,-13.5794,-4.39135,-6.48375,-9.85109,1.66512,-2.1423,-9.72393,-4.35637,-3.49288,-2.97996,-6.81701,-7.97535,-0.975119,-6.85272,-2.82952,-7.80784,-5.87356,-6.6123,-6.01074,-4.33892,-6.28292,-6.86314,-8.21865,-2.95938,-5.52613,-6.09376,-6.26066,-3.27125,-4.64591,-0.725846,-2.91963,-8.07573,2.01714,-6.60496,-6.38909,-15.107,-10.0933,-7.86623,-11.226,-7.81845,-6.23774,-4.64435,-12.1358,2.04403,7.04824,17.8089,-1.00115,-2.51295,2.61407,10.9197,9.4627,5.23193,-8.42204,2.33373,-4.91659,1.9177,-11.3188,3.12497,2.23245,3.30894,-3.55176,-4.87932,-5.0603,-8.21686,-6.26818,-1.11093,-1.97647,-5.32402,-7.47267,-8.64135,-6.79965,-9.40876,1.095,-1.70013,-6.04632,1.93132,12.2371,2.56553,4.30518,5.89488,2.19093,1.89203,9.0275,-6.05546,-5.64975,-2.9627,0.677223,-10.8072,-4.30599,-3.88484,-1.68501,-2.77101,-5.48669,-7.74119,-4.486,-5.23374,-5.53891,-4.14718,-1.93257,-3.04611,4.34696,2.23124,3.87564,1.18241,0.15868,-4.13991,-2.87236
 1988L*,0.0465572,-1.20818,0.844633,1.97845,-0.199955,2.68761,5.72454,-2.41582,6.90122,5.64891,2.74496,3.19328,-8.07906,4.7772,-0.950515,1.50716,2.41825,-0.763461,11.547,0.298933,9.68009,10.8495,-1.74971,-2.80246,1.53588,2.41878,6.3736,8.28103,2.60048,1.94268,5.15991,10.6207,6.21537,3.65343,-5.88392,5.06195,1.31505,-2.08463,11.2425,-1.71664,12.0084,-3.26058,5.56465,10.4003,0.164763,13.0298,3.47266,8.72659,13.5107,8.44589,10.4158,2.77176,9.11656,14.2968,9.90992,10.3844,14.5096,8.12196,6.60374,4.53244,8.67621,4.94235,-2.04197,12.3327,-1.29123,2.22255,2.10944,2.81548,7.88389,-0.497327,9.69931,18.6977,7.18104,21.7484,17.0244,11.2232,5.64901,23.2795,17.0528,53.0478,6.50661,6.75213,14.9031,4.27986,0.87193,6.27087,3.24099,11.9415,9.37459,3.08639,10.5113,5.80726,6.59014,14.9947,7.0748,11.2974,16.3817,7.11837,10.8074,11.1475,0.339413,16.8573,12.2602,11.1115,32.6532,11.7491,8.02143,14.3016,7.87062,7.60555,31.7214,-0.16018,8.50003,2.78982,1.58163,-2.84196,12.6049,11.2225,0.850419,13.693,3.18392,7.03709,9.25368,6.09043,6.9995,9.19357,7.12886,6.8954,2.47973,8.00926,2.05428,-0.77384,4.42651,4.44722,5.99039, 1988S*,7.80725,7.09769,5.7956,4.46428,5.14432,5.9119,-0.292321,4.73621,6.15069,-0.234943,3.99478,1.31092,10.3698,8.951,-2.09718,5.85755,-4.74345,-3.31148,1.99545,-5.59013,-4.18313,-5.07049,5.24971,-0.0260125,-7.2634,-12.0938,-6.70762,-3.88708,-5.99705,-2.61951,-0.562674,-0.741974,3.17064,4.35505,-7.13544,-7.23665,-8.67401,-8.89375,-7.22409,-11.4378,-12.1368,-11.293,-9.69673,-7.2104,-10.2922,-7.96397,-7.41939,-6.70575,-9.16289,-16.1515,-8.63086,-9.65942,-7.76992,-5.85959,-5.82311,-2.66386,-4.75089,-7.08865,-1.73561,-7.67036,0.119016,-0.0276708,7.4167,-5.61208,-0.155425,-2.09706,-0.605088,-2.67593,-5.69402,-6.44888,-3.96517,5.87446,7.42119,15.0959,9.61501,5.57907,3.52032,11.9453,9.91109,52.9451,3.78247,5.70152,11.3037,2.03111,-0.18693,3.65515,3.86885,12.1473,-4.80874,-1.43238,-6.46281,-7.81677,-4.90143,-1.36551,-1.58678,-6.63641,-7.70577,-2.7994,-7.46238,-5.2966,1.09988,7.10623,2.75515,4.96709,10.5947,1.72055,5.11881,4.94182,3.09785,2.52781,9.79387,-5.29124,-5.49497,3.63047,5.7958,5.03153,0.896665,-2.57133,-4.48095,-0.225993,-0.219988,-2.32866,2.40915,-1.49378,2.92805,-2.28068,-0.517645,-0.439561,-1.33036,-1.04986,3.21642,7.53917,6.73334,-3.99279,0.681661
 1989L*,7.72868,9.58125,11.2315,12.5674,5.71103,6.45989,7.55509,17.1542,9.2241,5.7067,-2.78823,1.69587,10.3485,18.8732,4.94423,2.80127,-0.756894,2.14578,4.92221,-0.961283,-0.00295985,-0.549267,-5.4012,9.9094,-2.83936,-8.33415,-14.5117,-19.2171,-12.4404,-0.453597,5.66976,16.2108,5.41508,0.937496,-4.54168,6.06504,9.93225,14.7954,22.7966,20.0659,16.2171,16.0775,9.50116,10.1847,15.5942,16.4059,12.1171,10.3709,9.27796,7.94572,28.3524,19.7757,7.11545,13.0393,8.64755,8.41494,8.65604,-8.13698,0.820313,2.67598,6.12246,10.4163,3.68843,17.925,10.5556,7.38328,11.9737,7.61371,-11.8844,4.34373,4.27002,7.49769,10.0115,21.6309,12.9762,1.13532,2.61538,9.0404,11.2528,94.7741,1.10149,-2.4972,19.2199,2.61621,-2.58264,1.77604,-5.10923,9.24884,2.3057,-3.91632,8.79057,5.32018,1.69603,4.63357,0.167364,7.43568,8.34953,-9.39919,5.38835,-3.7088,-2.84559,11.6706,15.2895,6.12379,13.9759,11.5064,10.5706,13.3284,6.73233,8.87305,28.6191,3.86387,0.988248,0.326345,3.67408,1.5895,17.648,10.7829,10.836,18.3847,3.08532,0.647761,2.77074,1.98059,11.3276,12.4267,12.9753,17.8047,5.52425,11.3122,4.00776,1.64675,4.58345,15.355,14.3875, 1989S*,9.86726,12.6429,14.5289,9.45636,6.5932,11.5588,6.05415,19.506,9.7212,2.21138,4.81832,2.61312,18.9394,18.2705,2.62277,10.3479,5.23243,7.8549,1.47359,4.26838,6.58568,4.25522,4.04884,7.58286,3.10057,-3.47582,-3.21492,-0.499949,0.0276648,5.8145,11.7199,12.3027,10.0295,8.25795,5.42406,2.36413,7.8252,-6.22047,-0.351848,-4.39544,0.162244,-4.31851,2.3298,5.34928,-1.58607,0.174183,1.59607,-0.302633,-1.64406,-1.76085,-2.00717,-3.06554,1.08968,9.68671,6.61585,9.41652,10.6382,0.196877,11.7561,8.67408,2.61928,12.924,13.1323,6.25977,16.3064,12.7155,17.3146,12.7504,0.209009,-0.242791,4.18527,8.0036,5.6264,16.1742,8.45544,7.95568,6.67005,7.15468,11.5783,49.3188,7.91039,6.87559,9.81103,1.86661,5.58224,0.151101,6.11931,10.1891,2.44779,0.728134,9.78302,3.46734,0.604131,4.13582,5.71527,4.42979,0.0981127,0.11448,1.72732,3.81993,5.00602,3.79923,4.86531,13.9036,11.5828,7.50988,8.24405,10.7645,9.14466,6.65174,14.4577,5.21676,2.25914,13.1143,17.4704,9.46332,8.45363,10.614,10.7509,9.04064,12.648,10.8721,17.6694,8.41329,6.32354,5.56344,11.5322,8.49304,13.6132,19.4534,20.8278,10.3536,13.2586,17.5741,6.54574
 1990L*,-0.817571,6.43225,8.89568,9.94385,1.87748,-8.04121,11.3548,15.2416,-3.7335,-0.966472,-15.4388,-6.77771,8.91745,15.5592,19.3941,19.2451,14.9983,19.7884,17.6664,21.7461,25.1749,25.8088,6.78088,30.3474,17.3286,3.40089,-3.59522,0.491407,-4.8196,18.5105,24.6833,33.4281,23.192,10.2344,5.53832,6.30003,19.4503,12.507,14.0112,4.81882,13.2969,6.96117,7.48935,18.5938,7.41157,11.2198,7.81717,8.9257,9.87206,6.47236,12.366,3.6005,12.8789,6.82884,19.365,17.5082,15.3056,-11.5573,17.6619,15.7177,7.45089,9.48521,4.81528,20.8058,33.3054,35.1172,40.0198,25.8919,7.43335,2.68669,13.4428,1.27825,15.4896,24.7446,6.71999,-2.30878,-4.89033,2.48581,5.2677,52.4863,10.5989,-4.47688,11.2857,1.62693,-3.53167,2.61834,-9.33318,3.42818,16.5647,12.3594,18.3982,11.7637,12.1955,21.1377,21.4346,18.4865,18.3194,9.01799,12.2778,17.9562,14.593,26.7225,27.58,25.2537,22.1113,14.4915,16.9437,18.5109,20.2085,8.9754,26.4278,1.94328,11.5852,-10.9627,-1.09893,4.34819,21.3507,5.03499,8.28088,8.76799,6.51908,-1.48858,2.04295,1.68352,18.0893,21.0919,17.4623,23.497,4.8079,5.11441,-1.46134,-0.590776,-16.0686,-6.29811,-0.191887, 1990S*,1.11045,2.77869,7.10642,4.22155,-0.294665,-0.469649,2.43065,7.44782,-1.64364,-6.68275,-3.14262,-3.92109,2.93102,0.10841,9.39785,10.3448,0.620115,4.51023,2.55728,6.57424,2.37969,3.23063,7.94313,15.3632,-1.78626,-1.4371,-2.09762,-1.58028,0.33799,14.3355,17.0901,18.961,19.3582,9.77844,9.60961,2.45955,6.63481,-2.73772,3.60482,0.343592,-4.42201,-1.49955,0.04722,8.21353,-1.3918,1.53121,5.80559,2.42379,-1.15876,-8.50054,2.90281,-5.06481,3.6339,4.81386,3.18226,4.05225,3.00227,-2.06902,12.5377,14.4462,4.11413,6.30094,6.90269,-1.45582,10.7064,7.4346,10.0823,2.74982,-1.66339,5.9685,0.833171,-0.173354,4.78424,11.9612,0.577591,0.681273,-0.758221,0.68118,3.38494,15.1452,-4.09934,-1.7738,2.64823,0.931362,-7.38011,0.533068,-3.47741,2.08209,2.85632,2.70557,4.95466,3.31458,-1.50853,4.52805,6.29781,1.96116,-0.0094592,2.32288,0.806914,2.19499,7.86139,8.87849,5.44061,12.4768,2.76178,3.83972,8.53391,7.68306,8.25334,4.22142,6.16781,-2.962,1.51146,-5.27849,-1.77219,-1.43583,6.68555,3.02638,-6.59085,-1.50652,-0.690019,-4.88948,-1.7481,-3.65318,4.39929,2.60963,8.95016,9.01781,0.307166,2.2982,-1.84557,0.661434,-1.08646,2.00866,-4.24349
