0.1441,0.14245,0.1585,0.17938,0.16394,0.15898,0.16183,0.22844,0.14367,0.22181,0.16321
0.13722,0.13151,0.1427,0.1493,0.1413,0.15221,0.14612,0.1802,0.13109,0.21788,0.13409
0.15597,0.16029,0.17283,0.18011,0.15855,0.23057,0.20414,0.24152,0.19732,0.18399,0.16395
0.15233,0.1757,0.1809,0.17318,0.1537,0.15982,0.15243,0.22111,0.15244,0.19397,0.17664
0.16195,0.15654,0.16434,0.19685,0.16779,0.15889,0.17322,0.24869,0.17426,0.22863,0.19626
0.1716,0.1666,0.19446,0.2145,0.18155,0.18761,0.19846,0.29763,0.16805,0.25812,0.20281
0.15902,0.14595,0.16227,0.19339,0.15339,0.15689,0.16431,0.26143,0.16445,0.1952,0.17527
0.13559,0.13242,0.14747,0.17135,0.13985,0.14236,0.1522,0.19894,0.13259,0.19392,0.1336
0.13977,0.14687,0.16187,0.18701,0.14364,0.14909,0.1631,0.19428,0.13966,0.23695,0.17466
0.16029,0.15251,0.16525,0.18842,0.16948,0.16966,0.17464,0.27549,0.16553,0.22616,0.17952
0.13823,0.15884,0.15641,0.17038,0.14514,0.14401,0.14891,0.20967,0.15011,0.16797,0.15214
0.14372,0.14907,0.14822,0.17586,0.16489,0.14367,0.15462,0.25064,0.152,0.20489,0.17649
0.14892,0.14576,0.21166,0.24644,0.14741,0.1934,0.14741,0.20097,0.14896,0.20188,0.17697
0.14152,0.14414,0.17784,0.23599,0.14252,0.15646,0.15743,0.20513,0.14648,0.1903,0.15155
0.14493,0.14458,0.17967,0.18967,0.15964,0.16031,0.16651,0.28654,0.14534,0.21181,0.1591
0.15738,0.18348,0.17843,0.17131,0.1846,0.15433,0.17805,0.23592,0.15375,0.19896,0.17095
0.15576,0.14947,0.16496,0.18416,0.16114,0.19237,0.19567,0.26556,0.17536,0.18545,0.1752
0.14265,0.13938,0.18966,0.19949,0.14708,0.14276,0.15957,0.20373,0.13937,0.21243,0.14903
0.02727,0.029359,0.040848,0.027161,0.025787,0.034201,0.070222,0.28397,0.020933,0.15156,0.025072
0.057494,0.056133,0.057274,0.12443,0.055247,0.064181,0.1066,0.31528,0.056169,0.16497,0.080876
0.078608,0.099392,0.10346,0.13011,0.08743,0.079457,0.11837,0.30413,0.091164,0.18651,0.18506
0.051294,0.072627,0.059038,0.099845,0.057059,0.080928,0.11453,0.2374,0.052302,0.149,0.10647
0.02529,0.034439,0.033729,0.025716,0.018465,0.05514,0.028944,0.23794,0.029826,0.1241,0.042078
0.058769,0.064045,0.068704,0.099028,0.058076,0.10632,0.066564,0.25174,0.058677,0.15313,0.11279
0.10489,0.12375,0.14878,0.13229,-0.021552,0.14991,0.14636,0.14266,0.07545,0.099487,0.14757
0.0037034,0.061382,0.068025,0.075578,-0.024249,0.090329,0.064028,0.083088,0.077476,0.078149,0.083012
-0.00016841,0.057956,0.10374,0.11215,0.082404,0.11279,0.087243,0.090635,0.10279,0.094605,0.10164
0.0075882,0.076356,0.11313,0.10598,-0.026699,0.1092,0.10236,0.10069,0.090181,0.10162,0.10286
0.095668,0.0929,0.10019,0.11356,0.099676,0.093903,0.24747,0.49911,0.11977,0.11362,0.10872
0.10261,0.13228,0.0981,0.16332,0.10386,0.10156,0.13221,0.53987,0.080932,0.2994,0.23661
0.078132,0.084417,0.095539,0.20383,0.11778,0.080123,0.19378,0.65771,0.087145,0.15006,0.1409
0.11904,0.093779,0.096356,0.19899,0.09422,0.092961,0.20161,0.4944,0.10042,0.16268,0.096269
0.095663,0.10273,0.14384,0.14074,0.13,0.093069,0.18229,0.7886,0.25533,0.096751,0.09898
0.10253,0.10457,0.11921,0.11576,0.10758,0.096366,0.20882,0.6478,0.21188,0.11142,0.096987
0.11743,0.10127,0.095468,0.10252,0.097652,0.10734,0.08918,0.25031,0.096441,0.17587,0.1655
0.14307,0.096506,0.1299,0.18996,0.12694,0.097186,0.099702,0.1474,0.12946,0.23538,0.15771
0.1218,0.09945,0.13203,0.19316,0.1166,0.12788,0.10768,0.17257,0.1984,0.16703,0.20492
0.11592,0.12892,0.13738,0.17946,0.13485,0.10354,0.10066,0.1497,0.20056,0.15518,0.17926
0.10889,0.1056,0.111,0.13287,0.10381,0.14695,0.10871,0.21514,0.15316,0.21075,0.23663
0.11239,0.12412,0.099529,0.15443,0.088422,0.08923,0.1028,0.12445,0.086199,0.24422,0.47763
0.072413,0.076438,0.072396,0.072888,0.076069,0.071265,0.073672,0.11874,0.080837,0.19453,0.38876
0.11625,0.1099,0.11135,0.10962,0.11339,0.10585,0.10663,0.17774,0.10709,0.16987,0.23802
0.159,0.16921,0.22533,0.1351,0.1875,0.14345,0.24847,0.28379,0.07406,0.21725,0.085836
0.12606,0.10085,0.18352,0.19116,0.17349,0.15459,0.23837,0.29575,0.1233,0.22436,0.11651
0.12718,0.10922,0.20781,0.23862,0.17501,0.12694,0.26245,0.28878,0.099416,0.21588,0.1837
0.16439,0.15886,0.21502,0.14021,0.19469,0.099601,0.24253,0.25992,0.099776,0.23149,0.11567
0.17731,0.16705,0.22368,0.14816,0.20288,0.14311,0.24351,0.3053,0.074567,0.16402,0.10971
0.20586,0.17659,0.18098,0.16529,0.21056,0.14197,0.23047,0.31745,0.093441,0.12829,0.14783
0.16233,0.15299,0.20482,0.18937,0.21155,0.10674,0.24145,0.28742,0.076339,0.20285,0.15287
0.16078,0.18449,0.18726,0.20641,0.19494,0.12285,0.23757,0.30672,0.1003,0.15736,0.13719
0.18265,0.12988,0.20963,0.16187,0.16545,0.11343,0.22764,0.27233,0.088292,0.22971,0.099841
0.19535,0.20878,0.21492,0.15496,0.20233,0.10564,0.2277,0.25056,0.1054,0.21167,0.077577
0.19195,0.16002,0.24092,0.18368,0.23116,0.135,0.22584,0.27523,0.082075,0.16116,0.11755
0.1561,0.10913,0.24454,0.16465,0.18701,0.10566,0.23995,0.25549,0.10104,0.24941,0.13627
0.14034,0.16391,0.18405,0.22172,0.1823,0.10517,0.23106,0.30615,0.10501,0.18549,0.18819
0.18323,0.22216,0.21256,0.16271,0.18367,0.067619,0.22328,0.2525,0.093477,0.22812,0.1212
0.11177,0.086484,0.20528,0.21528,0.19757,0.1433,0.24602,0.27727,0.090871,0.22978,0.20158
0.22423,0.17793,0.20365,0.21141,0.22129,0.094553,0.22378,0.32212,0.096389,0.15786,0.12534
0.19378,0.17229,0.1955,0.2231,0.22189,0.096026,0.25804,0.30199,0.08293,0.1497,0.12513
0.094697,0.071437,0.07838,0.2045,0.071576,0.086498,0.066248,0.19712,0.08301,0.17288,0.089784
0.1165,0.085775,0.088979,0.24525,0.098619,0.29537,0.085024,0.20856,0.077871,0.20942,0.43792
0.070261,0.068741,0.082969,0.16148,0.0871,0.075352,0.074183,0.20019,0.072581,0.27644,0.12138
0.11687,0.088793,0.1159,0.25128,0.084919,0.24016,0.0855,0.2363,0.084172,0.20944,0.11874
0.10475,0.097856,0.11573,0.27459,0.10283,0.12457,0.1103,0.18993,0.092563,0.22205,0.21109
0.071019,0.090789,0.096971,0.18876,0.067016,0.10457,0.066119,0.18748,0.06906,0.18927,0.11016
0.086927,0.15971,0.11609,0.1327,0.12017,0.21945,0.097725,0.1967,0.084978,0.18793,0.27311
0.082828,0.062146,0.073543,0.20248,0.063783,0.063175,0.074612,0.18812,0.062872,0.2121,0.071712
0.095081,0.080866,0.11066,0.29287,0.081515,0.12444,0.081796,0.18396,0.074745,0.16688,0.087957
0.17224,0.084312,0.088756,0.27484,0.085646,0.13559,0.084745,0.18675,0.086645,0.22128,0.29689
0.11812,0.07916,0.1503,0.27291,0.076248,0.16342,0.078421,0.15721,0.075908,0.16711,0.081682
0.10805,0.12128,0.098343,0.32294,0.086459,0.24633,0.080536,0.20533,0.079486,0.20571,0.18681
0.097216,0.065097,0.11784,0.17976,0.071088,0.13152,0.090578,0.22008,0.055112,0.19464,0.35853
0.12672,0.15768,0.12803,0.1547,0.12058,0.24858,0.11779,0.22437,0.10421,0.22155,0.2254
