0.21584,0.11824,0.11169,0.11809,0.15535,0.13065,0.15793,0.28901,0.051838,0.15224,0.13517
0.22165,0.13448,0.12164,0.1306,0.14102,0.10797,0.16396,0.30959,0.051076,0.17821,0.1208
0.19371,0.13235,0.12773,0.14569,0.14747,0.13938,0.175,0.30153,0.047446,0.1777,0.16618
0.20897,0.13656,0.13303,0.14943,0.13985,0.13112,0.18517,0.28629,0.065368,0.16387,0.17069
0.22894,0.12676,0.12278,0.13511,0.14929,0.12147,0.1852,0.30026,0.061474,0.13985,0.1497
0.23699,0.1324,0.15134,0.14183,0.17834,0.12107,0.16887,0.27087,0.07709,0.14227,0.13382
0.18102,0.12845,0.14353,0.17905,0.17453,0.1321,0.23416,0.32643,0.065334,0.16007,0.16552
0.20876,0.11348,0.13383,0.14495,0.13652,0.10658,0.16654,0.30864,0.04034,0.17461,0.11349
0.21188,0.12255,0.13142,0.13664,0.17366,0.11778,0.1666,0.25487,0.05251,0.10074,0.11481
0.19958,0.10961,0.13938,0.16154,0.1763,0.1073,0.17116,0.28302,0.045294,0.11564,0.11981
0.18539,0.11553,0.15134,0.16435,0.17063,0.12166,0.21027,0.31012,0.051662,0.11456,0.13801
0.18186,0.11255,0.13925,0.16985,0.19483,0.11362,0.21976,0.32681,0.047426,0.11833,0.14012
0.17534,0.10512,0.12866,0.15283,0.14853,0.12216,0.17054,0.30989,0.033332,0.20474,0.16506
0.17604,0.098299,0.13563,0.13405,0.17771,0.12182,0.18365,0.31247,0.039833,0.1917,0.16441
0.19863,0.19839,0.14111,0.1489,0.16864,0.16499,0.20177,0.17166,0.20287,0.13227,0.13379
0.21651,0.21108,0.18345,0.16379,0.19704,0.13886,0.21613,0.13733,0.21108,0.10266,0.10637
0.23467,0.19545,0.20527,0.17713,0.19304,0.19049,0.20665,0.16613,0.22342,0.1612,0.12871
0.22464,0.22282,0.17072,0.15764,0.1677,0.21365,0.21781,0.16104,0.22354,0.17519,0.10912
0.20205,0.20056,0.18775,0.15569,0.19302,0.19254,0.20308,0.16562,0.20156,0.15159,0.18208
0.2329,0.22432,0.20579,0.15548,0.18457,0.2208,0.22716,0.19873,0.2343,0.18133,0.1343
0.22684,0.22569,0.19567,0.17516,0.18075,0.20995,0.20475,0.16986,0.22602,0.15851,0.14473
0.20595,0.18884,0.12586,0.1921,0.17197,0.19603,0.19059,0.17486,0.20487,0.12516,0.14569
0.19765,0.21677,0.15613,0.15705,0.19188,0.13903,0.21558,0.12961,0.21476,0.1396,0.17394
0.20835,0.20897,0.17931,0.13852,0.19419,0.18437,0.1919,0.15838,0.20854,0.10135,0.1546
0.22994,0.2066,0.16046,0.18566,0.18716,0.20197,0.20314,0.16716,0.22403,0.15464,0.12808
0.55019,0.10194,0.14859,0.15822,0.19697,0.12474,0.12427,0.090354,0.26666,0.18965,0.56104
0.37852,0.10274,0.30389,0.19496,0.15308,0.15229,0.23331,0.095795,0.21729,0.12048,1.0569
0.38081,0.078864,0.46881,0.096107,0.22121,0.20865,0.23734,0.072483,0.10794,0.11988,0.67912
0.54172,0.10194,0.16959,0.17251,0.17941,0.1067,0.12401,0.10777,0.35906,0.11212,0.89293
0.11324,0.11503,0.12668,0.1684,0.12197,0.13829,0.15992,0.28836,0.12165,0.18815,0.22109
0.12432,0.12451,0.14921,0.14592,0.13694,0.18121,0.13709,0.1994,0.14952,0.25263,0.24027
0.11648,0.11669,0.15045,0.12804,0.12145,0.16923,0.13278,0.22775,0.13652,0.25509,0.27235
0.13736,0.12045,0.15891,0.13286,0.12841,0.18186,0.1344,0.2251,0.13055,0.19996,0.19695
0.1613,0.14177,0.20084,0.17279,0.15777,0.20087,0.1401,0.25644,0.14219,0.22627,0.18754
0.10585,0.11067,0.12474,0.16735,0.1473,0.11195,0.18791,0.32028,0.1105,0.12906,0.13792
