adminID, pixels,2001L,2001S,2002L,2002S,2003L,2003S,2004L,2004S,2005L,2005S,2006L,2006S,2007L,2007S,2008L,2008S,2009L,2009S,2010L,2010S,2011L,2011S,2012L,2012S,2013L,2013S
91,77370,-9.68604,1.89062,1.95666,8.73449,-1.85604,-6.70291,-7.88721,-6.91887,0.353239,-12.4238,-6.56587,17.7696,34.9464,2.08073,-4.20238,-0.0996822,-10.8766,-2.25797,16.6290,-10.0350,-12.8112,15.6633,22.6218,9.79160,4.89284,-4.62823
92,10274,-15.8902,-14.7992,5.82172,1.42495,21.3442,4.95580,0.368514,6.06996,-0.589020,-7.02260,-5.86830,7.15772,12.7837,0.453260,-9.43824,-1.45447,-15.5929,-3.14675,16.8413,-3.92454,-9.78083,23.3036,12.0085,3.12600,14.8290,2.04437
93,22770,-2.46619,-5.82459,-9.68966,-8.75846,-2.32798,-9.06389,-7.19156,-3.27398,-4.87306,-7.98466,-9.74537,12.1241,27.1799,5.33027,-1.10629,8.95245,-16.5551,6.78523,22.9235,-5.51311,3.85178,16.8973,24.1901,13.1774,27.7901,9.61958
94,16733,-1.18904,-10.1099,-7.22568,-5.21132,0.129361,-7.77419,-5.63401,-3.90229,-8.36860,-10.0218,-12.0915,9.54354,24.0390,7.84380,-7.15127,9.92678,-12.7088,6.71374,24.8062,-4.36917,5.39437,16.3675,23.0907,5.03713,20.4934,7.56865
95,83506,1.04072,-7.58547,10.7372,2.43688,11.4487,-3.80526,-1.91779,2.98964,-11.6669,-12.5078,2.48824,28.6430,16.9688,-0.356817,5.46516,-0.631429,-13.4211,-1.84885,-2.22241,-12.6138,-18.9206,15.7371,8.32147,0.824385,38.7838,-0.521094
96,32629,-9.10934,-2.07259,18.9966,-2.15583,12.8391,4.74646,7.87362,6.13891,-7.38920,-13.1657,-6.06635,20.0165,-2.16963,2.67664,7.24064,-8.47661,-14.1357,2.24773,10.1066,-14.7577,-18.1864,25.6734,-5.82412,-12.6956,0.811837,-13.1534
97,9977,0.481834,-9.07510,5.27191,7.24429,8.86203,0.238994,0.421832,8.32798,-3.47530,-12.8164,7.54362,24.2760,17.6865,-2.84790,0.545308,-0.402364,-12.2840,-4.11300,0.474339,-13.1715,-25.5280,8.90779,0.218685,-0.233793,29.4234,-5.47990
98,59947,-7.76031,-8.41463,12.6740,0.510869,12.0979,-0.745170,-1.04068,9.18412,-6.68779,-14.3476,-0.100158,23.1543,2.44787,2.04044,11.3940,-3.14113,-13.9800,0.769999,9.41405,-13.5621,-18.4589,22.2796,14.4988,-0.252052,12.2988,-8.41255
99,92807,-12.7143,-9.42505,9.94235,4.98075,7.75559,0.151753,1.41374,9.06232,-7.01604,-14.5155,-5.72029,21.7181,15.5184,3.87908,4.38237,-6.14352,-10.1554,2.11562,14.6880,-14.1721,-18.0944,12.1899,0.288586,-7.06644,7.27622,-12.3498
100,29729,6.50818,-5.50698,6.20532,-0.741308,13.9442,-6.19715,-6.94346,-2.23194,-13.2051,-11.6927,-1.78833,31.7674,16.5163,-0.268716,6.74609,-1.84009,-12.9957,0.206112,3.29143,-9.75606,-18.2789,14.2268,4.71832,-3.85264,32.4108,-1.95752
101,93346,-2.21442,-4.73310,6.08944,-0.744822,21.2849,-3.81371,-5.01528,-1.21880,-4.54112,-10.9868,-10.3738,27.5911,4.81040,0.0685973,13.1891,-1.44281,-11.3898,-1.90051,4.24893,-9.89051,-16.0884,20.8097,-3.00453,-11.8395,17.5567,-5.47617
102,38597,-1.11604,-8.95051,9.01828,3.00360,8.90860,-1.61131,0.711763,5.41546,-9.38947,-15.1140,-4.36870,25.4081,21.9977,1.48262,2.04881,-0.116937,-11.6963,-1.39172,4.83369,-12.1780,-20.9484,15.4583,12.2220,1.54087,32.1610,-3.10345
103,84572,-4.52060,-5.59173,11.5320,0.281747,2.82176,-5.74182,-6.61516,2.86247,-15.8145,-13.6718,3.49927,27.7398,13.2633,1.88600,13.4733,-0.282538,-10.3837,-1.15416,8.98536,-11.9166,-16.2409,22.2368,16.6296,1.23153,26.6758,-3.62287
104,60786,-11.2155,-3.05984,24.0153,1.96455,15.7058,2.18160,3.82928,5.20252,-11.9944,-12.1681,-4.87110,23.4491,11.0582,-2.72794,1.24281,-7.62960,-13.5431,6.10078,6.13013,-13.9790,-20.3577,12.0483,-8.40464,-10.1153,13.8535,-7.41372
105,26238,-6.64970,-8.65388,13.2032,-3.35876,8.46212,-3.69301,-9.22112,2.14238,-14.0405,-14.2361,-2.97276,26.4573,9.19339,4.52309,13.5892,-0.0785102,-6.90230,3.30360,11.3595,-12.8035,-16.0210,25.7803,21.4680,1.89163,27.5833,-4.87693
106,7965,-7.41759,-6.31154,13.4569,-4.59100,16.9258,-4.04204,-0.684681,6.18342,-13.2155,-13.8548,-4.60378,27.7787,4.85430,-1.52586,9.69424,-2.72188,-11.4442,3.13546,9.22151,-11.0234,-16.7870,27.9686,9.37143,-8.38992,12.5440,-8.17345
107,113728,-7.13361,-4.69824,17.7817,6.20191,19.2909,3.43960,-1.70164,7.21885,-4.17712,-14.7294,-6.48571,19.4113,7.57560,0.794054,0.132887,-8.31014,-17.2039,4.51222,12.4508,-16.3978,-20.5299,8.82686,-14.0328,-12.8837,-0.302516,-12.8390
108,54990,-6.74543,-3.75149,15.4911,-2.12698,20.4790,0.368025,-2.36304,-1.51728,-6.33593,-9.44788,-7.59583,24.4465,2.12623,-4.71076,13.8444,-2.07581,-12.8459,1.59826,2.23400,-10.9451,-18.2888,28.0699,6.55652,-11.4840,11.0353,-6.93027
